order_id,customer_id,product_id,category,price,discount,quantity,payment_method,order_date,delivery_time_days,region,returned,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,age_group,delivery_speed,gross_amount,discount_amount,net_revenue,net_profit,is_unprofitable
O123307,C12007,P242605,Grocery,4.69,0.0,4,UPI,2024-10-31,6,West,0,18.76,4.93,-3.43,25,Female,18-25,Standard (4-7 days),18.76,0.0,18.76,-3.43,1
O123308,C13345,P236255,Grocery,7.07,0.0,1,PayPal,2025-06-12,3,North,0,7.07,2.51,-1.94,39,Female,36-50,Fast (1-3 days),7.07,0.0,7.07,-1.94,1
O123309,C14130,P209005,Electronics,803.23,0.05,1,Credit Card,2025-08-10,6,Central,0,763.07,10.7,80.87,44,Female,36-50,Standard (4-7 days),803.23,40.15999999999997,763.07,80.87,0
O123310,C16360,P230825,Electronics,450.93,0.05,1,Debit Card,2024-06-10,4,Central,0,428.38,8.17,43.24,55,Female,51-65,Standard (4-7 days),450.93,22.55000000000001,428.38,43.24,0
O123311,C14816,P215705,Electronics,765.69,0.1,2,PayPal,2024-04-14,6,South,0,1378.24,10.89,154.5,30,Male,26-35,Standard (4-7 days),1531.38,153.1400000000001,1378.24,154.5,0
O123312,C13743,P235937,Toys,6.3,0.1,1,Wallet,2024-10-10,3,Central,0,5.67,2.05,0.22,27,Male,26-35,Fast (1-3 days),6.3,0.6299999999999999,5.67,0.22,0
O123313,C17159,P233791,Electronics,664.68,0.0,1,COD,2024-04-05,4,North,0,664.68,8.87,70.89,65,Female,51-65,Standard (4-7 days),664.68,0.0,664.68,70.89,0
O123314,C17575,P209701,Electronics,232.61,0.0,1,Credit Card,2025-05-03,7,East,0,232.61,9.66,18.25,37,Female,36-50,Standard (4-7 days),232.61,0.0,232.61,18.25,0
O123315,C10518,P226614,Fashion,200.03,0.05,1,COD,2024-08-19,3,Central,0,190.03,9.54,56.97,31,Male,26-35,Fast (1-3 days),200.03,10.0,190.03,56.97,0
O123316,C10268,P214666,Grocery,12.86,0.05,5,PayPal,2025-06-05,4,South,0,61.08,6.34,-1.45,63,Female,51-65,Standard (4-7 days),64.3,3.219999999999999,61.08,-1.45,1
O123317,C14733,P248569,Sports,75.71,0.3,2,PayPal,2023-09-29,4,North,0,105.99,9.08,22.72,66,Female,65+,Standard (4-7 days),151.42,45.42999999999999,105.99,22.72,0
O123318,C16618,P205239,Beauty,66.53,0.0,1,COD,2025-01-06,3,North,1,66.53,7.08,22.86,34,Male,26-35,Fast (1-3 days),66.53,0.0,0.0,0.0,0
O123319,C15444,P216212,Toys,11.44,0.05,1,Credit Card,2024-06-05,5,East,0,10.87,3.91,0.44,46,Male,36-50,Standard (4-7 days),11.44,0.5700000000000003,10.87,0.44,0
O123320,C15475,P218730,Sports,145.83,0.0,3,Debit Card,2024-01-22,6,South,0,437.49,9.39,121.86,64,Female,51-65,Standard (4-7 days),437.49,0.0,437.49,121.86,0
O123321,C14185,P200855,Sports,73.06,0.0,1,Credit Card,2024-11-27,6,East,0,73.06,6.04,15.88,37,Female,36-50,Standard (4-7 days),73.06,0.0,73.06,15.88,0
O123322,C15161,P209358,Electronics,479.91,0.0,3,Credit Card,2025-03-14,6,North,0,1439.73,8.83,163.94,69,Male,65+,Standard (4-7 days),1439.73,0.0,1439.73,163.94,0
O123323,C11388,P204038,Beauty,10.9,0.05,1,COD,2025-01-03,4,Central,0,10.36,3.68,0.98,46,Female,36-50,Standard (4-7 days),10.9,0.5400000000000009,10.36,0.98,0
O123324,C11694,P242932,Sports,61.33,0.0,1,PayPal,2024-01-16,6,South,0,61.33,5.4,13.0,66,Male,65+,Standard (4-7 days),61.33,0.0,61.33,13.0,0
O123325,C13273,P220071,Beauty,13.38,0.0,1,Debit Card,2025-03-23,4,South,0,13.38,3.19,2.83,54,Male,51-65,Standard (4-7 days),13.38,0.0,13.38,2.83,0
O123326,C11389,P217500,Electronics,710.15,0.0,1,Debit Card,2025-06-05,3,Central,0,710.15,9.11,76.11,18,Female,18-25,Fast (1-3 days),710.15,0.0,710.15,76.11,0
O123327,C13865,P244328,Fashion,134.75,0.0,1,Credit Card,2024-11-28,3,North,0,134.75,7.3,39.86,69,Male,65+,Fast (1-3 days),134.75,0.0,134.75,39.86,0
O123328,C13029,P200733,Grocery,18.51,0.0,1,Debit Card,2024-11-05,6,East,0,18.51,4.96,-3.48,62,Male,51-65,Standard (4-7 days),18.51,0.0,18.51,-3.48,1
O123329,C12335,P230495,Sports,179.49,0.1,2,Credit Card,2025-07-28,7,East,0,323.08,7.9,89.02,28,Male,26-35,Standard (4-7 days),358.98,35.900000000000034,323.08,89.02,0
O123330,C13674,P235689,Sports,52.95,0.05,5,Debit Card,2024-05-12,5,East,0,251.51,8.77,66.68,50,Other,36-50,Standard (4-7 days),264.75,13.240000000000009,251.51,66.68,0
O123331,C14576,P244289,Sports,26.06,0.05,1,COD,2024-10-02,5,East,0,24.76,3.13,4.3,57,Female,51-65,Standard (4-7 days),26.06,1.2999999999999972,24.76,4.3,0
O123332,C16780,P212809,Electronics,427.07,0.1,1,COD,2024-02-24,5,North,0,384.36,7.67,38.45,21,Male,18-25,Standard (4-7 days),427.07,42.70999999999998,384.36,38.45,0
O123333,C10500,P242666,Electronics,379.61,0.0,1,Debit Card,2024-11-19,5,South,0,379.61,8.71,36.84,37,Male,36-50,Standard (4-7 days),379.61,0.0,379.61,36.84,0
O123334,C11661,P213686,Home,50.32,0.0,2,COD,2024-02-01,5,South,0,100.64,6.44,21.74,50,Female,36-50,Standard (4-7 days),100.64,0.0,100.64,21.74,0
O123335,C12099,P203498,Home,330.58,0.0,3,PayPal,2024-03-05,6,West,1,991.74,10.79,266.9,20,Female,18-25,Standard (4-7 days),991.74,0.0,0.0,0.0,0
O123336,C10102,P242084,Toys,10.7,0.15,1,COD,2024-07-06,6,East,0,9.09,4.4,-0.76,29,Male,26-35,Standard (4-7 days),10.7,1.6099999999999994,9.09,-0.76,1
O123337,C17528,P204717,Fashion,88.02,0.1,1,COD,2025-02-21,6,Central,0,79.22,7.08,20.65,22,Other,18-25,Standard (4-7 days),88.02,8.799999999999997,79.22,20.65,0
O123338,C15543,P204854,Fashion,11.8,0.0,3,Debit Card,2025-02-14,4,South,0,35.4,4.77,7.62,56,Female,51-65,Standard (4-7 days),35.400000000000006,7.105427357601002e-15,35.4,7.62,0
O123339,C12746,P234626,Electronics,159.82,0.0,1,Debit Card,2024-09-29,3,North,0,159.82,6.42,12.76,54,Male,51-65,Fast (1-3 days),159.82,0.0,159.82,12.76,0
O123340,C13276,P243251,Home,135.48,0.05,4,COD,2024-09-20,5,South,1,514.82,11.22,132.93,44,Female,36-50,Standard (4-7 days),541.92,27.09999999999991,0.0,0.0,0
O123341,C13085,P214358,Fashion,18.62,0.05,1,PayPal,2024-09-26,4,South,0,17.69,4.84,1.35,32,Male,26-35,Standard (4-7 days),18.62,0.9299999999999997,17.69,1.35,0
O123342,C16059,P221857,Fashion,159.13,0.15,1,Credit Card,2024-12-12,4,South,0,135.26,7.38,39.96,50,Male,36-50,Standard (4-7 days),159.13,23.870000000000005,135.26,39.96,0
O123343,C15735,P235281,Fashion,44.43,0.0,1,Credit Card,2023-09-22,3,Central,0,44.43,5.47,10.08,25,Male,18-25,Fast (1-3 days),44.43,0.0,44.43,10.08,0
O123344,C17796,P215584,Fashion,69.64,0.15,1,UPI,2024-10-25,4,Central,0,59.19,7.34,13.38,59,Male,51-65,Standard (4-7 days),69.64,10.450000000000003,59.19,13.38,0
O123345,C16613,P204960,Fashion,45.53,0.15,1,Wallet,2024-10-30,5,North,0,38.7,5.95,7.6,27,Female,26-35,Standard (4-7 days),45.53,6.829999999999998,38.7,7.6,0
O123346,C13537,P236283,Beauty,15.79,0.0,1,Credit Card,2024-06-14,6,North,0,15.79,4.06,3.05,68,Female,65+,Standard (4-7 days),15.79,0.0,15.79,3.05,0
O123347,C11327,P226576,Home,237.36,0.0,1,UPI,2023-11-01,5,North,0,237.36,8.06,58.4,24,Male,18-25,Standard (4-7 days),237.36,0.0,237.36,58.4,0
O123348,C17772,P226373,Electronics,57.44,0.05,2,Credit Card,2024-07-31,4,West,1,109.14,7.28,5.82,42,Female,36-50,Standard (4-7 days),114.88,5.739999999999995,0.0,0.0,0
O123349,C12474,P218700,Home,83.27,0.05,1,Debit Card,2025-02-22,5,East,0,79.11,8.31,13.84,61,Male,51-65,Standard (4-7 days),83.27,4.159999999999997,79.11,13.84,0
O123350,C11679,P243540,Toys,43.88,0.0,2,Credit Card,2024-10-23,5,East,0,87.76,5.84,29.26,58,Male,51-65,Standard (4-7 days),87.76,0.0,87.76,29.26,0
O123351,C16253,P247417,Electronics,78.92,0.2,1,Credit Card,2025-05-08,5,North,1,63.14,5.47,2.11,22,Male,18-25,Standard (4-7 days),78.92,15.780000000000001,0.0,0.0,0
O123352,C13746,P234935,Grocery,4.06,0.05,4,Debit Card,2023-10-20,9,East,0,15.43,3.26,-2.03,54,Male,51-65,Delayed (8+ days),16.24,0.8099999999999987,15.43,-2.03,1
O123353,C15684,P219412,Fashion,164.04,0.0,1,Debit Card,2023-11-28,4,North,0,164.04,7.97,49.44,35,Female,26-35,Standard (4-7 days),164.04,0.0,164.04,49.44,0
O123354,C12562,P232224,Electronics,1087.85,0.05,2,Debit Card,2024-02-24,5,West,0,2066.91,11.38,236.65,47,Female,36-50,Standard (4-7 days),2175.7,108.78999999999996,2066.91,236.65,0
O123355,C14163,P225719,Fashion,28.87,0.0,1,PayPal,2024-06-02,4,West,0,28.87,4.12,5.98,20,Female,18-25,Standard (4-7 days),28.87,0.0,28.87,5.98,0
O123356,C13317,P204231,Electronics,503.5,0.0,1,Debit Card,2025-05-16,3,North,0,503.5,7.83,52.59,22,Female,18-25,Fast (1-3 days),503.5,0.0,503.5,52.59,0
O123357,C12436,P219532,Beauty,27.08,0.1,1,COD,2024-01-16,4,North,0,24.37,4.13,6.84,61,Female,51-65,Standard (4-7 days),27.08,2.7099999999999973,24.37,6.84,0
O123358,C15769,P207521,Fashion,38.4,0.0,1,Credit Card,2024-09-19,7,South,0,38.4,5.18,8.26,25,Male,18-25,Standard (4-7 days),38.4,0.0,38.4,8.26,0
O123359,C10307,P211349,Toys,35.07,0.1,1,Debit Card,2024-07-14,5,North,0,31.56,4.33,8.29,37,Female,36-50,Standard (4-7 days),35.07,3.5100000000000016,31.56,8.29,0
O123360,C13996,P232768,Sports,113.48,0.0,1,Wallet,2025-01-17,4,West,0,113.48,5.48,28.56,43,Male,36-50,Standard (4-7 days),113.48,0.0,113.48,28.56,0
O123361,C15471,P241036,Home,22.57,0.0,1,Credit Card,2025-05-27,4,West,0,22.57,4.87,1.45,52,Male,51-65,Standard (4-7 days),22.57,0.0,22.57,1.45,0
O123362,C15918,P229632,Beauty,47.84,0.0,2,Credit Card,2024-10-01,4,North,0,95.68,7.43,35.63,66,Female,65+,Standard (4-7 days),95.68,0.0,95.68,35.63,0
O123363,C11089,P207611,Beauty,10.86,0.0,4,UPI,2024-12-27,3,North,0,43.44,6.75,12.8,52,Male,51-65,Fast (1-3 days),43.44,0.0,43.44,12.8,0
O123364,C14555,P219012,Fashion,54.28,0.0,1,PayPal,2024-12-04,6,East,0,54.28,3.09,15.91,66,Female,65+,Standard (4-7 days),54.28,0.0,54.28,15.91,0
O123365,C12394,P222518,Electronics,535.43,0.05,1,Credit Card,2023-12-21,5,Central,0,508.66,10.39,50.65,47,Female,36-50,Standard (4-7 days),535.43,26.769999999999925,508.66,50.65,0
O123366,C16468,P243155,Home,310.11,0.0,2,Credit Card,2025-09-10,6,East,0,620.22,9.46,164.2,60,Male,51-65,Standard (4-7 days),620.22,0.0,620.22,164.2,0
O123367,C14004,P249725,Electronics,892.94,0.1,1,Debit Card,2025-06-22,5,East,1,803.65,10.67,85.77,42,Male,36-50,Standard (4-7 days),892.94,89.29000000000008,0.0,0.0,0
O123368,C10666,P201548,Fashion,132.88,0.0,1,PayPal,2024-12-14,5,Central,0,132.88,7.85,38.66,60,Female,51-65,Standard (4-7 days),132.88,0.0,132.88,38.66,0
O123369,C15718,P224761,Beauty,29.23,0.0,1,Debit Card,2024-06-04,4,West,0,29.23,4.13,9.02,39,Female,36-50,Standard (4-7 days),29.23,0.0,29.23,9.02,0
O123370,C15152,P213988,Beauty,26.98,0.0,1,Debit Card,2024-02-10,6,East,0,26.98,5.85,6.29,19,Female,18-25,Standard (4-7 days),26.98,0.0,26.98,6.29,0
O123371,C14163,P229193,Electronics,54.83,0.0,3,Debit Card,2024-09-03,4,North,0,164.49,8.35,11.39,57,Male,51-65,Standard (4-7 days),164.49,0.0,164.49,11.39,0
O123372,C12234,P214497,Electronics,78.71,0.0,1,PayPal,2024-03-04,4,Central,1,78.71,7.9,1.55,63,Female,51-65,Standard (4-7 days),78.71,0.0,0.0,0.0,0
O123373,C16335,P206045,Electronics,212.03,0.15,1,COD,2025-05-16,3,Central,0,180.23,7.4,14.23,31,Female,26-35,Fast (1-3 days),212.03,31.80000000000001,180.23,14.23,0
O123374,C11236,P219876,Electronics,561.65,0.0,2,UPI,2024-06-03,5,South,0,1123.3,9.36,125.44,52,Male,51-65,Standard (4-7 days),1123.3,0.0,1123.3,125.44,0
O123375,C11623,P226819,Home,128.06,0.05,1,COD,2023-12-15,7,East,0,121.66,8.71,25.35,21,Male,18-25,Standard (4-7 days),128.06,6.400000000000006,121.66,25.35,0
O123376,C16571,P224609,Home,45.31,0.1,1,Credit Card,2023-12-08,5,West,0,40.78,5.77,5.65,48,Female,36-50,Standard (4-7 days),45.31,4.530000000000001,40.78,5.65,0
O123377,C11374,P207839,Fashion,11.45,0.0,1,Credit Card,2024-10-12,5,North,0,11.45,2.28,1.73,23,Female,18-25,Standard (4-7 days),11.45,0.0,11.45,1.73,0
O123378,C17275,P226196,Fashion,36.05,0.15,5,PayPal,2024-11-25,5,North,0,153.21,8.71,44.91,29,Male,26-35,Standard (4-7 days),180.25,27.039999999999992,153.21,44.91,0
O123379,C13311,P238457,Home,331.42,0.0,3,Wallet,2025-02-24,6,East,0,994.26,11.81,266.58,18,Male,18-25,Standard (4-7 days),994.26,0.0,994.26,266.58,0
O123380,C16359,P242760,Electronics,67.74,0.05,2,Credit Card,2023-12-29,6,West,0,128.71,7.02,8.43,60,Male,51-65,Standard (4-7 days),135.48,6.769999999999982,128.71,8.43,0
O123381,C10176,P238184,Fashion,35.54,0.0,1,Credit Card,2024-12-07,5,South,0,35.54,4.48,7.96,26,Female,26-35,Standard (4-7 days),35.54,0.0,35.54,7.96,0
O123382,C15684,P210275,Home,18.01,0.0,3,Credit Card,2023-10-18,3,North,0,54.03,5.31,9.82,21,Male,18-25,Fast (1-3 days),54.03,0.0,54.03,9.82,0
O123383,C11353,P238151,Electronics,143.53,0.0,1,UPI,2024-10-30,3,Central,0,143.53,9.74,7.48,54,Female,51-65,Fast (1-3 days),143.53,0.0,143.53,7.48,0
O123384,C16704,P234173,Toys,62.47,0.0,1,COD,2025-08-26,3,North,0,62.47,7.1,17.89,61,Male,51-65,Fast (1-3 days),62.47,0.0,62.47,17.89,0
O123385,C12928,P214449,Sports,20.87,0.0,1,Credit Card,2025-04-13,5,Central,0,20.87,4.43,1.83,64,Male,51-65,Standard (4-7 days),20.87,0.0,20.87,1.83,0
O123386,C10625,P228264,Home,16.87,0.1,1,Credit Card,2024-11-26,5,West,0,15.18,3.68,0.57,61,Male,51-65,Standard (4-7 days),16.87,1.6900000000000013,15.18,0.57,0
O123387,C17617,P243612,Electronics,79.64,0.15,1,Credit Card,2023-10-08,5,West,0,67.69,8.13,-0.01,31,Male,26-35,Standard (4-7 days),79.64,11.950000000000003,67.69,-0.01,1
O123388,C12654,P215960,Fashion,62.85,0.05,1,Credit Card,2024-04-20,3,North,1,59.71,5.86,15.04,23,Male,18-25,Fast (1-3 days),62.85,3.1400000000000006,0.0,0.0,0
O123389,C17614,P204538,Electronics,53.97,0.3,3,PayPal,2025-01-26,5,Central,0,113.34,6.78,6.82,26,Male,26-35,Standard (4-7 days),161.91,48.56999999999999,113.34,6.82,0
O123390,C13608,P228709,Electronics,212.6,0.15,1,Credit Card,2023-10-17,5,West,0,180.71,6.94,14.75,54,Female,51-65,Standard (4-7 days),212.6,31.889999999999986,180.71,14.75,0
O123391,C13715,P202139,Home,413.55,0.05,4,Wallet,2024-11-29,4,West,0,1571.49,11.79,428.23,60,Male,51-65,Standard (4-7 days),1654.2,82.71000000000004,1571.49,428.23,0
O123392,C14274,P235446,Fashion,8.51,0.0,1,COD,2024-01-18,4,South,0,8.51,1.75,1.23,39,Female,36-50,Standard (4-7 days),8.51,0.0,8.51,1.23,0
O123393,C10394,P236562,Grocery,36.41,0.0,1,Debit Card,2024-06-01,6,West,0,36.41,5.67,-2.76,66,Female,65+,Standard (4-7 days),36.41,0.0,36.41,-2.76,1
O123394,C11168,P219103,Grocery,2.65,0.05,1,PayPal,2024-03-05,6,South,0,2.52,3.33,-3.13,66,Female,65+,Standard (4-7 days),2.65,0.1299999999999999,2.52,-3.13,1
O123395,C14971,P247204,Sports,23.44,0.0,1,UPI,2024-02-15,4,South,0,23.44,4.96,2.07,62,Male,51-65,Standard (4-7 days),23.44,0.0,23.44,2.07,0
O123396,C15057,P224432,Toys,20.26,0.0,2,Wallet,2024-11-30,5,East,0,40.52,5.73,10.48,33,Male,26-35,Standard (4-7 days),40.52,0.0,40.52,10.48,0
O123397,C10197,P237370,Fashion,18.75,0.15,1,Credit Card,2024-08-08,7,East,0,15.94,4.16,1.42,26,Male,26-35,Standard (4-7 days),18.75,2.8100000000000005,15.94,1.42,0
O123398,C10968,P210418,Sports,10.3,0.0,1,COD,2024-02-06,7,South,0,10.3,4.08,-0.99,55,Male,51-65,Standard (4-7 days),10.3,0.0,10.3,-0.99,1
O123399,C13908,P244983,Electronics,499.87,0.1,1,UPI,2025-08-18,4,Central,1,449.88,11.03,42.96,40,Male,36-50,Standard (4-7 days),499.87,49.99000000000001,0.0,0.0,0
O123400,C13155,P237218,Grocery,7.1,0.0,1,Debit Card,2025-04-01,5,East,0,7.1,2.55,-1.98,25,Other,18-25,Standard (4-7 days),7.1,0.0,7.1,-1.98,1
O123401,C14764,P230599,Sports,244.75,0.0,1,Debit Card,2025-01-18,4,Central,0,244.75,7.87,65.55,66,Male,65+,Standard (4-7 days),244.75,0.0,244.75,65.55,0
O123402,C17252,P211560,Fashion,21.02,0.05,4,Wallet,2024-03-27,4,South,0,79.88,6.24,21.72,30,Male,26-35,Standard (4-7 days),84.08,4.200000000000003,79.88,21.72,0
O123403,C12504,P220341,Toys,23.76,0.0,1,COD,2023-12-21,7,East,0,23.76,5.53,3.97,38,Female,36-50,Standard (4-7 days),23.76,0.0,23.76,3.97,0
O123404,C17643,P213846,Electronics,178.4,0.05,3,Credit Card,2025-01-20,4,South,0,508.44,6.92,54.09,40,Male,36-50,Standard (4-7 days),535.2,26.760000000000048,508.44,54.09,0
O123405,C11276,P206069,Home,31.14,0.05,1,Credit Card,2024-02-24,4,South,0,29.58,4.72,3.56,25,Female,18-25,Standard (4-7 days),31.14,1.5600000000000023,29.58,3.56,0
O123406,C16006,P208679,Grocery,49.48,0.05,2,PayPal,2024-05-31,4,South,0,94.01,6.74,0.78,39,Male,36-50,Standard (4-7 days),98.96,4.949999999999989,94.01,0.78,0
O123407,C14167,P213293,Fashion,48.62,0.3,1,Debit Card,2024-09-20,7,East,0,34.03,5.15,6.76,21,Female,18-25,Standard (4-7 days),48.62,14.589999999999996,34.03,6.76,0
O123408,C14318,P233046,Sports,190.04,0.0,1,Debit Card,2024-12-15,5,North,0,190.04,7.75,49.26,22,Female,18-25,Standard (4-7 days),190.04,0.0,190.04,49.26,0
O123409,C16419,P235359,Home,47.91,0.0,1,Credit Card,2024-06-16,4,South,0,47.91,5.92,7.49,67,Female,65+,Standard (4-7 days),47.91,0.0,47.91,7.49,0
O123410,C17962,P227554,Home,75.78,0.0,1,COD,2024-09-21,5,South,0,75.78,5.58,15.64,69,Male,65+,Standard (4-7 days),75.78,0.0,75.78,15.64,0
O123411,C17943,P233122,Sports,73.72,0.15,1,Credit Card,2025-04-10,3,North,0,62.66,5.82,12.98,37,Female,36-50,Fast (1-3 days),73.72,11.060000000000002,62.66,12.98,0
O123412,C11269,P248446,Grocery,14.08,0.05,1,UPI,2025-01-13,3,North,0,13.38,4.47,-3.4,23,Female,18-25,Fast (1-3 days),14.08,0.6999999999999993,13.38,-3.4,1
O123413,C11364,P218626,Electronics,213.25,0.15,1,Credit Card,2024-09-13,3,Central,0,181.26,5.78,15.97,39,Male,36-50,Fast (1-3 days),213.25,31.99000000000001,181.26,15.97,0
O123414,C16716,P237667,Fashion,18.97,0.1,1,Credit Card,2024-12-20,6,South,0,17.07,6.19,-0.22,18,Male,18-25,Standard (4-7 days),18.97,1.8999999999999986,17.07,-0.22,1
O123415,C10923,P239004,Home,37.73,0.0,1,COD,2025-03-22,4,West,0,37.73,5.19,5.37,30,Female,26-35,Standard (4-7 days),37.73,0.0,37.73,5.37,0
O123416,C10470,P233325,Beauty,25.4,0.05,1,Debit Card,2024-10-19,4,Central,0,24.13,3.37,7.49,43,Female,36-50,Standard (4-7 days),25.4,1.2699999999999996,24.13,7.49,0
O123417,C16597,P246106,Home,47.47,0.0,1,UPI,2024-09-02,5,Central,0,47.47,6.91,6.38,58,Male,51-65,Standard (4-7 days),47.47,0.0,47.47,6.38,0
O123418,C17938,P203486,Toys,11.94,0.05,2,Credit Card,2025-01-08,5,North,0,22.69,4.3,4.78,47,Female,36-50,Standard (4-7 days),23.88,1.1899999999999977,22.69,4.78,0
O123419,C13016,P216545,Toys,2.69,0.0,1,UPI,2024-05-22,4,South,0,2.69,1.81,-0.73,32,Female,26-35,Standard (4-7 days),2.69,0.0,2.69,-0.73,1
O123420,C12054,P222628,Home,49.01,0.0,2,Credit Card,2024-10-05,3,North,0,98.02,6.2,21.25,51,Male,51-65,Fast (1-3 days),98.02,0.0,98.02,21.25,0
O123421,C14283,P249850,Electronics,264.41,0.05,1,Credit Card,2024-09-06,4,West,0,251.19,9.1,21.04,58,Male,51-65,Standard (4-7 days),264.41,13.220000000000027,251.19,21.04,0
O123422,C12051,P242933,Fashion,83.17,0.0,1,COD,2024-04-26,5,North,0,83.17,7.9,21.21,51,Female,51-65,Standard (4-7 days),83.17,0.0,83.17,21.21,0
O123423,C17910,P203544,Home,71.47,0.1,1,Credit Card,2024-11-09,5,East,0,64.32,5.44,12.57,44,Female,36-50,Standard (4-7 days),71.47,7.150000000000006,64.32,12.57,0
O123424,C15764,P220161,Grocery,5.61,0.0,1,Credit Card,2024-05-11,4,West,0,5.61,2.09,-1.64,29,Male,26-35,Standard (4-7 days),5.61,0.0,5.61,-1.64,1
O123425,C12954,P234973,Beauty,20.78,0.15,1,Debit Card,2024-04-22,3,Central,0,17.66,3.98,3.97,28,Female,26-35,Fast (1-3 days),20.78,3.120000000000001,17.66,3.97,0
O123426,C11148,P249643,Beauty,4.25,0.0,1,PayPal,2025-02-26,4,West,0,4.25,2.5,-0.59,21,Female,18-25,Standard (4-7 days),4.25,0.0,4.25,-0.59,1
O123427,C13086,P218376,Sports,52.95,0.1,1,Credit Card,2023-12-18,5,South,0,47.66,6.34,7.96,61,Male,51-65,Standard (4-7 days),52.95,5.290000000000006,47.66,7.96,0
O123428,C10959,P219667,Electronics,97.24,0.0,1,COD,2024-10-24,8,South,0,97.24,5.14,6.53,58,Male,51-65,Delayed (8+ days),97.24,0.0,97.24,6.53,0
O123429,C16668,P222400,Electronics,145.03,0.05,1,Credit Card,2025-04-30,4,South,0,137.78,5.81,10.72,62,Male,51-65,Standard (4-7 days),145.03,7.25,137.78,10.72,0
O123430,C10629,P204919,Fashion,29.36,0.1,2,Debit Card,2023-12-22,5,North,0,52.85,6.9,11.6,29,Other,26-35,Standard (4-7 days),58.72,5.869999999999997,52.85,11.6,0
O123431,C17407,P245734,Grocery,1.79,0.1,1,Credit Card,2025-03-03,4,South,0,1.61,0.84,-0.71,37,Male,36-50,Standard (4-7 days),1.79,0.17999999999999994,1.61,-0.71,1
O123432,C10774,P233759,Toys,33.38,0.05,4,Credit Card,2024-07-08,3,Central,0,126.84,7.97,42.77,44,Female,36-50,Fast (1-3 days),133.52,6.680000000000007,126.84,42.77,0
O123433,C10359,P212398,Sports,41.59,0.05,1,Credit Card,2024-12-03,4,North,0,39.51,4.54,7.31,68,Male,65+,Standard (4-7 days),41.59,2.0800000000000054,39.51,7.31,0
O123434,C10517,P223368,Home,44.9,0.1,3,PayPal,2024-02-08,6,East,0,121.23,6.89,27.05,38,Male,36-50,Standard (4-7 days),134.7,13.469999999999985,121.23,27.05,0
O123435,C11343,P222730,Beauty,13.31,0.0,1,Credit Card,2024-02-07,5,West,0,13.31,4.55,1.44,66,Female,65+,Standard (4-7 days),13.31,0.0,13.31,1.44,0
O123436,C17398,P218167,Fashion,27.55,0.1,2,Wallet,2024-07-28,10,East,0,49.59,4.98,12.38,51,Female,51-65,Delayed (8+ days),55.1,5.509999999999998,49.59,12.38,0
O123437,C11969,P217568,Sports,174.71,0.05,1,UPI,2024-10-10,3,Central,0,165.97,8.8,40.99,35,Male,26-35,Fast (1-3 days),174.71,8.740000000000009,165.97,40.99,0
O123438,C17197,P234436,Home,54.13,0.0,2,Credit Card,2024-06-20,4,South,0,108.26,6.27,24.04,60,Female,51-65,Standard (4-7 days),108.26,0.0,108.26,24.04,0
O123439,C17701,P206833,Electronics,250.59,0.1,1,Debit Card,2025-03-24,3,North,0,225.53,8.78,18.28,49,Male,36-50,Fast (1-3 days),250.59,25.060000000000002,225.53,18.28,0
O123440,C15016,P205824,Fashion,38.9,0.0,1,Debit Card,2023-12-06,6,South,0,38.9,5.19,8.42,51,Female,51-65,Standard (4-7 days),38.9,0.0,38.9,8.42,0
O123441,C13227,P200571,Beauty,11.94,0.15,2,Credit Card,2025-02-01,4,West,0,20.3,5.49,3.64,32,Female,26-35,Standard (4-7 days),23.88,3.5799999999999983,20.3,3.64,0
O123442,C17797,P237068,Sports,160.39,0.0,1,Credit Card,2023-12-05,5,East,0,160.39,8.1,40.02,58,Male,51-65,Standard (4-7 days),160.39,0.0,160.39,40.02,0
O123443,C12899,P220122,Electronics,367.89,0.0,1,Credit Card,2025-04-19,6,South,0,367.89,9.07,35.08,24,Female,18-25,Standard (4-7 days),367.89,0.0,367.89,35.08,0
O123444,C10934,P200583,Toys,27.11,0.0,1,Credit Card,2025-03-29,3,North,0,27.11,3.48,7.36,48,Female,36-50,Fast (1-3 days),27.11,0.0,27.11,7.36,0
O123445,C11986,P221963,Toys,3.1,0.0,4,PayPal,2024-02-08,3,North,0,12.4,2.96,2.0,54,Male,51-65,Fast (1-3 days),12.4,0.0,12.4,2.0,0
O123446,C14996,P237338,Sports,178.36,0.0,1,Credit Card,2024-05-16,3,North,0,178.36,6.95,46.56,29,Female,26-35,Fast (1-3 days),178.36,0.0,178.36,46.56,0
O123447,C15824,P215740,Sports,37.04,0.1,2,Credit Card,2024-11-22,5,West,0,66.67,5.16,14.84,69,Male,65+,Standard (4-7 days),74.08,7.409999999999997,66.67,14.84,0
O123448,C16542,P228364,Fashion,9.73,0.05,1,Wallet,2024-06-25,8,East,0,9.24,2.92,0.31,19,Male,18-25,Delayed (8+ days),9.73,0.4900000000000002,9.24,0.31,0
O123449,C15465,P205691,Grocery,15.24,0.15,1,COD,2024-01-18,3,North,0,12.95,2.13,-1.09,55,Female,51-65,Fast (1-3 days),15.24,2.290000000000001,12.95,-1.09,1
O123450,C15314,P210325,Fashion,17.09,0.0,1,COD,2024-02-05,4,South,0,17.09,2.68,3.3,48,Male,36-50,Standard (4-7 days),17.09,0.0,17.09,3.3,0
