customer_id,customer_age,customer_gender,age_group,region
C13885,36,Female,36-50,South
C12970,19,Male,18-25,Central
C16149,27,Male,26-35,South
C16649,60,Female,51-65,South
C11025,54,Female,51-65,East
C12251,61,Male,51-65,North
C16720,66,Female,65+,Central
C14032,30,Female,26-35,West
C16906,43,Male,36-50,North
C16260,31,Female,26-35,South
C14844,55,Male,51-65,West
C11354,41,Male,36-50,North
C15577,41,Female,36-50,North
C11559,45,Female,36-50,East
C11507,25,Male,18-25,North
C14071,60,Female,51-65,Central
C16386,34,Female,26-35,East
C16069,38,Male,36-50,North
C15007,29,Female,26-35,South
C14210,23,Male,18-25,East
C11322,57,Female,51-65,Central
C12441,20,Male,18-25,Central
C11126,29,Other,26-35,West
C12225,54,Female,51-65,Central
C17110,59,Male,51-65,Central
C16458,20,Other,18-25,Central
C13787,55,Other,51-65,North
C17169,35,Male,26-35,South
C16014,57,Male,51-65,Central
C17477,64,Female,51-65,West
C12083,28,Female,26-35,East
C11615,52,Female,51-65,South
C11600,28,Female,26-35,West
C13396,68,Female,65+,North
C10618,31,Female,26-35,East
C15491,64,Male,51-65,North
C12115,21,Female,18-25,West
C16577,24,Male,18-25,Central
C11487,63,Male,51-65,South
C15009,26,Female,26-35,South
C11557,59,Female,51-65,East
C11044,34,Male,26-35,East
C16182,45,Male,36-50,East
C10601,38,Female,36-50,South
C14880,41,Male,36-50,Central
C17503,54,Male,51-65,South
C14766,65,Male,51-65,North
C15362,58,Female,51-65,West
C10100,50,Female,36-50,North
C15875,19,Female,18-25,North
C14271,26,Male,26-35,Central
C17053,48,Male,36-50,South
C16073,38,Male,36-50,South
C12542,36,Male,36-50,Central
C10540,69,Other,65+,East
C17926,49,Male,36-50,North
C13145,48,Male,36-50,East
C11456,45,Female,36-50,South
C16152,24,Male,18-25,North
C17741,65,Female,51-65,South
C11052,65,Female,51-65,North
C17281,62,Female,51-65,North
C16300,46,Male,36-50,Central
C16478,43,Male,36-50,North
C11922,52,Male,51-65,North
C16769,50,Female,36-50,South
C10319,52,Male,51-65,Central
C12149,29,Female,26-35,West
C11452,36,Female,36-50,North
C16398,32,Male,26-35,East
C13032,29,Male,26-35,North
C13936,67,Male,65+,East
C11115,28,Female,26-35,North
C11075,60,Male,51-65,Central
C14907,41,Male,36-50,West
C11055,25,Male,18-25,Central
C17456,57,Male,51-65,East
C16786,49,Female,36-50,North
C13869,21,Female,18-25,North
C16041,56,Male,51-65,South
C14610,62,Female,51-65,East
C14525,24,Male,18-25,West
C12358,32,Other,26-35,Central
C11416,65,Other,51-65,Central
C15761,55,Female,51-65,North
C11468,69,Female,65+,Central
C12399,66,Male,65+,South
C10057,48,Female,36-50,West
C10682,18,Male,18-25,East
C12008,55,Male,51-65,East
C11790,26,Male,26-35,West
C11477,66,Female,65+,East
C15684,21,Male,18-25,South
C10810,68,Male,65+,West
C14373,64,Female,51-65,West
C11287,50,Female,36-50,North
C12926,49,Male,36-50,South
C11352,26,Male,26-35,West
C17655,25,Male,18-25,North
C11298,53,Female,51-65,South
C14868,45,Male,36-50,West
C16862,45,Male,36-50,South
C16870,45,Male,36-50,East
C10701,62,Female,51-65,South
C17250,39,Male,36-50,North
C11919,20,Female,18-25,West
C14262,30,Female,26-35,North
C14264,35,Female,26-35,West
C17968,55,Female,51-65,North
C16098,45,Female,36-50,West
C10527,24,Female,18-25,South
C14619,46,Female,36-50,Central
C16875,64,Female,51-65,East
C13012,28,Male,26-35,West
C14228,48,Female,36-50,East
C16412,66,Male,65+,North
C11770,29,Other,26-35,South
C14113,68,Female,65+,North
C11777,19,Female,18-25,North
C10752,25,Other,18-25,South
C11392,69,Female,65+,East
C12605,67,Other,65+,North
C11095,66,Male,65+,North
C14541,50,Male,36-50,West
C16213,53,Female,51-65,East
C11561,35,Male,26-35,South
C11544,19,Male,18-25,East
C13123,29,Male,26-35,North
C15153,55,Male,51-65,North
C14898,20,Male,18-25,West
C12178,46,Female,36-50,Central
C12885,22,Female,18-25,North
C17599,39,Male,36-50,East
C15522,19,Female,18-25,West
C14710,48,Female,36-50,North
C15579,60,Female,51-65,West
C16794,37,Male,36-50,East
C10964,20,Other,18-25,West
C14224,21,Male,18-25,East
C17258,47,Male,36-50,West
C16865,34,Female,26-35,South
C10332,38,Male,36-50,Central
C17087,36,Female,36-50,Central
C17191,40,Male,36-50,South
C11429,28,Male,26-35,East
C15026,37,Male,36-50,South
C12111,39,Female,36-50,South
C12213,29,Female,26-35,West
C17399,51,Female,51-65,North
C14601,37,Female,36-50,North
C13071,62,Male,51-65,West
C11563,21,Female,18-25,West
C13319,62,Male,51-65,North
C11108,19,Female,18-25,East
C15466,65,Male,51-65,North
C17341,31,Female,26-35,South
C16258,67,Female,65+,West
C10030,63,Female,51-65,East
C11400,45,Male,36-50,West
C14634,67,Female,65+,East
C10940,22,Female,18-25,East
C12908,55,Male,51-65,East
C17484,41,Female,36-50,East
C11656,50,Female,36-50,East
C10453,50,Male,36-50,South
C10012,36,Male,36-50,North
C17058,57,Female,51-65,West
C13979,28,Male,26-35,West
C16475,30,Female,26-35,Central
C12868,53,Female,51-65,North
C12515,39,Male,36-50,South
C11438,38,Female,36-50,Central
C13543,49,Male,36-50,East
C16343,47,Male,36-50,East
C10211,64,Female,51-65,Central
C15617,44,Male,36-50,North
C16860,39,Female,36-50,West
C10550,61,Female,51-65,South
C16399,62,Male,51-65,East
C14975,45,Female,36-50,Central
C12862,40,Female,36-50,Central
C10648,45,Other,36-50,North
C15095,38,Male,36-50,West
C11009,50,Male,36-50,South
C11550,49,Male,36-50,Central
C14080,60,Female,51-65,South
C17492,62,Male,51-65,Central
C17375,59,Male,51-65,West
C13298,33,Female,26-35,East
C16925,18,Female,18-25,West
C13050,40,Male,36-50,East
C12233,57,Male,51-65,East
C14700,69,Male,65+,North
C12835,59,Female,51-65,South
C16301,33,Female,26-35,East
C15559,57,Male,51-65,West
C12513,22,Male,18-25,South
C11554,19,Other,18-25,Central
C10994,62,Male,51-65,North
C17799,22,Male,18-25,North
C10841,29,Male,26-35,Central
C15321,38,Female,36-50,North
C14439,27,Female,26-35,North
C10858,62,Other,51-65,South
C14317,27,Male,26-35,North
C14687,62,Other,51-65,Central
C11295,46,Female,36-50,East
C12045,68,Male,65+,Central
C13761,56,Female,51-65,West
C12275,69,Female,65+,North
C11808,21,Female,18-25,East
C14055,22,Male,18-25,East
C11672,55,Female,51-65,South
C14532,36,Female,36-50,Central
C14864,36,Female,36-50,Central
C12273,69,Male,65+,North
C12510,20,Male,18-25,East
C11144,31,Female,26-35,South
C13782,36,Male,36-50,South
C12815,35,Female,26-35,North
C15822,22,Female,18-25,West
C12072,64,Male,51-65,Central
C13949,40,Male,36-50,East
C11817,67,Female,65+,West
C15993,61,Female,51-65,South
C13538,47,Female,36-50,East
C12907,40,Female,36-50,East
C15354,56,Male,51-65,East
C17946,38,Male,36-50,North
C13870,65,Female,51-65,East
C11649,34,Female,26-35,East
C12291,46,Male,36-50,South
C14483,18,Female,18-25,West
C10058,34,Female,26-35,North
C11162,37,Other,36-50,West
C10561,20,Male,18-25,North
C11737,45,Female,36-50,East
C11726,31,Male,26-35,North
C17095,58,Female,51-65,South
C11038,19,Female,18-25,East
C11109,63,Female,51-65,Central
C13771,43,Female,36-50,South
C14913,53,Female,51-65,South
C11092,18,Female,18-25,East
C15538,27,Male,26-35,West
C17111,20,Male,18-25,East
C14607,27,Male,26-35,South
C12602,61,Male,51-65,West
C12114,27,Female,26-35,Central
C14707,18,Male,18-25,North
C13053,66,Other,65+,North
C13333,46,Male,36-50,East
C12903,46,Male,36-50,West
C16423,28,Male,26-35,Central
C11313,18,Female,18-25,East
C17847,54,Male,51-65,South
C13095,64,Male,51-65,West
C13047,20,Female,18-25,North
C12004,24,Other,18-25,North
C17637,29,Male,26-35,North
C10617,25,Female,18-25,South
C16452,68,Female,65+,West
C17623,50,Male,36-50,North
C17642,46,Male,36-50,Central
C16243,21,Male,18-25,South
C14381,55,Male,51-65,West
C16206,25,Other,18-25,East
C14782,62,Female,51-65,East
C17460,19,Male,18-25,East
C13078,61,Male,51-65,North
C15990,63,Female,51-65,South
C12523,63,Female,51-65,North
C15609,60,Male,51-65,North
C11765,57,Female,51-65,West
C11220,43,Female,36-50,North
C11618,19,Male,18-25,North
C11263,51,Male,51-65,South
C10871,42,Male,36-50,North
C12413,35,Female,26-35,Central
C10209,27,Male,26-35,East
C10233,22,Male,18-25,North
C15709,50,Female,36-50,West
C10334,19,Male,18-25,South
C11359,41,Female,36-50,North
C15735,62,Female,51-65,East
C10212,58,Female,51-65,South
C11658,23,Male,18-25,East
C15837,30,Female,26-35,West
C14847,49,Female,36-50,West
C10104,52,Male,51-65,West
C14808,54,Female,51-65,Central
C17937,50,Male,36-50,West
C10711,68,Female,65+,North
C11888,60,Male,51-65,South
C17173,20,Female,18-25,South
C11259,40,Male,36-50,East
C10748,32,Female,26-35,South
C16400,59,Male,51-65,Central
C10509,45,Female,36-50,South
C17586,66,Male,65+,West
C11222,47,Female,36-50,West
C16580,38,Female,36-50,South
C11242,66,Male,65+,East
C10347,32,Male,26-35,West
C11569,40,Female,36-50,South
C11918,54,Male,51-65,West
C14060,19,Male,18-25,North
C11721,23,Female,18-25,East
C13593,21,Male,18-25,East
C15130,54,Male,51-65,North
C15199,57,Female,51-65,North
C10842,52,Male,51-65,East
C11760,30,Male,26-35,North
C15114,69,Male,65+,North
C14335,45,Female,36-50,East
C10625,38,Female,36-50,South
C13994,64,Female,51-65,West
C10222,28,Female,26-35,South
C10743,22,Other,18-25,Central
C10462,51,Male,51-65,North
C15259,67,Male,65+,East
C10664,48,Male,36-50,Central
C16383,49,Female,36-50,West
C13370,45,Female,36-50,Central
C11702,24,Female,18-25,East
C13620,68,Female,65+,South
C17153,34,Female,26-35,North
C17120,60,Female,51-65,East
C12650,63,Female,51-65,North
C16125,23,Male,18-25,North
C10809,68,Female,65+,East
C17698,47,Male,36-50,South
C12423,25,Female,18-25,North
C14680,59,Male,51-65,East
C10401,47,Male,36-50,North
C17416,35,Female,26-35,South
C14989,63,Female,51-65,South
C16558,66,Male,65+,South
C10393,44,Female,36-50,Central
C16839,38,Female,36-50,East
C10132,63,Female,51-65,West
C12268,46,Female,36-50,West
C17213,38,Male,36-50,West
C13263,28,Male,26-35,South
C11543,68,Male,65+,West
C11127,57,Male,51-65,Central
C13125,28,Male,26-35,West
C11963,51,Male,51-65,West
C16967,68,Male,65+,West
C17814,45,Male,36-50,East
C12748,51,Male,51-65,South
C17379,53,Female,51-65,North
C14253,41,Male,36-50,South
C12006,42,Other,36-50,Central
C17013,60,Male,51-65,North
C10837,43,Female,36-50,West
C14584,51,Female,51-65,Central
C16347,29,Female,26-35,Central
C14418,22,Female,18-25,Central
C12228,65,Male,51-65,Central
C14879,57,Male,51-65,East
C12836,44,Female,36-50,North
C10292,42,Female,36-50,North
C15328,22,Male,18-25,East
C16237,53,Male,51-65,North
C13400,34,Male,26-35,East
C11558,65,Male,51-65,West
C11103,69,Female,65+,South
C17520,31,Male,26-35,North
C11419,25,Female,18-25,East
C13914,26,Male,26-35,South
C13742,20,Male,18-25,North
C17132,38,Female,36-50,West
C12574,42,Female,36-50,Central
C10705,44,Male,36-50,North
C11020,65,Male,51-65,West
C11446,51,Female,51-65,Central
C15062,58,Female,51-65,West
C13685,68,Other,65+,North
C16372,26,Female,26-35,South
C17105,39,Female,36-50,West
C15702,66,Male,65+,Central
C17530,34,Male,26-35,North
C17018,54,Female,51-65,North
C11349,44,Female,36-50,East
C15272,30,Female,26-35,North
C12577,31,Male,26-35,Central
C10480,67,Male,65+,Central
C17874,31,Female,26-35,Central
C16861,64,Male,51-65,East
C17065,54,Male,51-65,North
C11877,66,Male,65+,Central
C11699,66,Male,65+,Central
C16611,47,Female,36-50,West
C10227,55,Male,51-65,East
C17917,25,Male,18-25,Central
C13544,28,Male,26-35,North
C17233,49,Male,36-50,South
C15781,68,Female,65+,South
C16554,38,Male,36-50,Central
C14722,30,Male,26-35,East
C16605,42,Male,36-50,West
C12986,29,Female,26-35,South
C12855,66,Female,65+,East
C13412,21,Female,18-25,South
C10056,32,Female,26-35,East
C16597,64,Female,51-65,South
C16499,61,Male,51-65,South
C17292,25,Female,18-25,West
C12098,26,Male,26-35,South
C16319,32,Male,26-35,South
C10252,54,Female,51-65,North
C15411,60,Male,51-65,Central
C15920,64,Female,51-65,West
C14279,66,Other,65+,South
C10712,67,Male,65+,Central
C17990,42,Male,36-50,North
C15740,33,Female,26-35,South
C15257,30,Other,26-35,West
C16214,52,Male,51-65,West
C15006,34,Male,26-35,North
C13688,48,Male,36-50,South
C17562,39,Male,36-50,North
C14385,23,Female,18-25,Central
C10789,35,Male,26-35,South
C15389,21,Male,18-25,South
C13524,62,Male,51-65,West
C10023,40,Male,36-50,North
C13003,55,Female,51-65,Central
C16730,60,Male,51-65,Central
C15414,62,Female,51-65,West
C12847,62,Male,51-65,Central
C14480,69,Male,65+,South
C10742,49,Female,36-50,West
C12138,21,Male,18-25,Central
C13464,35,Female,26-35,East
C16728,40,Male,36-50,West
C11915,19,Male,18-25,South
C13238,24,Female,18-25,North
C16866,21,Other,18-25,Central
C17716,47,Male,36-50,North
C10486,44,Male,36-50,Central
C11360,45,Male,36-50,South
C17495,43,Female,36-50,East
C13649,21,Female,18-25,North
C17699,53,Female,51-65,Central
C12249,64,Female,51-65,North
C17063,65,Female,51-65,North
C12691,22,Female,18-25,South
C16849,55,Male,51-65,South
C12592,58,Female,51-65,East
C11224,39,Male,36-50,Central
C16118,39,Male,36-50,East
C16114,44,Female,36-50,South
C13286,43,Female,36-50,Central
C13034,23,Female,18-25,North
C13973,23,Male,18-25,North
C15128,50,Male,36-50,North
C12107,56,Female,51-65,Central
C13133,40,Female,36-50,Central
C13279,47,Female,36-50,Central
C13541,67,Other,65+,Central
C13023,52,Male,51-65,East
C16247,55,Male,51-65,East
C16885,48,Female,36-50,West
C16912,39,Other,36-50,East
C17510,58,Male,51-65,North
C14641,64,Female,51-65,North
C14205,58,Male,51-65,West
C14838,51,Female,51-65,West
C15632,65,Male,51-65,East
C10782,24,Female,18-25,South
C15654,56,Female,51-65,West
C11833,46,Female,36-50,West
C11616,58,Other,51-65,East
C15614,51,Other,51-65,Central
C14617,68,Female,65+,Central
C16853,58,Female,51-65,Central
C13458,54,Female,51-65,South
C10981,20,Female,18-25,West
C13529,46,Male,36-50,Central
C10801,23,Male,18-25,West
C13349,19,Male,18-25,Central
C10349,32,Female,26-35,North
C17873,58,Male,51-65,Central
C11780,69,Male,65+,Central
C16321,42,Male,36-50,North
C15234,34,Male,26-35,Central
C16902,26,Male,26-35,North
C13139,30,Male,26-35,East
C12492,35,Male,26-35,Central
C12755,50,Female,36-50,West
C15950,18,Male,18-25,Central
C14047,37,Female,36-50,South
C15909,27,Male,26-35,West
C11729,47,Female,36-50,South
C12191,69,Male,65+,Central
C17752,57,Male,51-65,West
C11612,33,Male,26-35,North
C12846,23,Female,18-25,South
C14392,62,Male,51-65,West
C15349,35,Female,26-35,North
C11728,25,Male,18-25,East
C14477,18,Male,18-25,East
C12317,33,Female,26-35,West
C13621,41,Male,36-50,South
C10449,19,Male,18-25,Central
C12465,28,Female,26-35,West
C11233,33,Female,26-35,East
C11437,59,Female,51-65,East
C13352,18,Male,18-25,East
C14030,42,Male,36-50,West
C12759,40,Male,36-50,North
C17899,37,Male,36-50,East
C14949,57,Male,51-65,West
C15584,31,Female,26-35,East
C17844,64,Male,51-65,East
C13181,55,Male,51-65,Central
C17171,54,Female,51-65,South
C10093,40,Female,36-50,Central
C11775,39,Other,36-50,South
C12260,38,Male,36-50,West
C16651,62,Female,51-65,West
C10076,27,Male,26-35,West
C13148,58,Male,51-65,East
C11405,58,Female,51-65,South
C14640,29,Male,26-35,West
C12960,64,Female,51-65,Central
C12199,25,Female,18-25,East
C10655,59,Female,51-65,East
C17923,56,Female,51-65,North
C17501,37,Male,36-50,North
C12110,44,Male,36-50,East
C10957,60,Male,51-65,South
C11330,58,Female,51-65,East
C13002,36,Female,36-50,East
C15646,32,Female,26-35,Central
C12651,64,Male,51-65,West
C11741,56,Male,51-65,West
C10745,38,Male,36-50,North
C15912,61,Male,51-65,East
C16216,67,Male,65+,Central
C13126,61,Female,51-65,West
C16389,67,Male,65+,Central
C15221,42,Male,36-50,South
C11745,47,Female,36-50,North
C15440,18,Female,18-25,Central
C10730,32,Male,26-35,South
C14890,53,Female,51-65,North
C11506,19,Female,18-25,South
C15286,20,Female,18-25,East
C12516,58,Female,51-65,South
C15019,35,Male,26-35,South
C17219,66,Male,65+,North
C17872,60,Female,51-65,South
C13473,31,Female,26-35,North
C10620,62,Male,51-65,Central
C13790,24,Other,18-25,Central
C11379,19,Other,18-25,West
C17819,35,Male,26-35,Central
C15821,69,Female,65+,North
C16127,54,Female,51-65,North
C10267,38,Female,36-50,North
C11112,45,Female,36-50,South
C10288,36,Male,36-50,South
C11195,49,Male,36-50,South
C13470,19,Male,18-25,South
C10496,62,Female,51-65,North
C13399,48,Female,36-50,Central
C16723,53,Male,51-65,West
C17614,36,Female,36-50,East
C10323,37,Male,36-50,West
C13265,37,Female,36-50,Central
C11426,42,Female,36-50,Central
C16330,31,Male,26-35,South
C17464,25,Female,18-25,West
C17807,69,Female,65+,East
C17195,53,Female,51-65,East
C15547,41,Male,36-50,West
C17377,53,Female,51-65,East
C14299,44,Male,36-50,Central
C14394,31,Male,26-35,North
C16536,65,Female,51-65,East
C17958,43,Male,36-50,East
C10108,48,Female,36-50,North
C14412,31,Male,26-35,West
C15931,58,Male,51-65,South
C14053,47,Male,36-50,East
C12922,18,Other,18-25,Central
C10029,25,Male,18-25,West
C16890,40,Female,36-50,West
C15958,18,Male,18-25,Central
C17436,22,Female,18-25,Central
C14793,47,Female,36-50,North
C15202,29,Female,26-35,Central
C15344,32,Female,26-35,North
C14830,25,Female,18-25,West
C16734,59,Female,51-65,North
C16802,23,Female,18-25,North
C10106,59,Male,51-65,South
C17012,18,Female,18-25,South
C15756,51,Female,51-65,South
C12377,61,Male,51-65,South
C16466,38,Male,36-50,Central
C16576,53,Female,51-65,Central
C12586,20,Male,18-25,East
C12648,42,Female,36-50,West
C14352,25,Female,18-25,East
C13574,57,Female,51-65,South
C16820,28,Male,26-35,East
C10549,33,Female,26-35,East
C14454,35,Male,26-35,East
C15769,24,Male,18-25,West
C15733,45,Male,36-50,Central
C14382,37,Male,36-50,South
C15601,64,Male,51-65,South
C10295,20,Female,18-25,North
C13693,58,Male,51-65,East
C13413,57,Male,51-65,West
C15340,63,Female,51-65,South
C13006,28,Male,26-35,Central
C11180,24,Male,18-25,West
C16101,59,Male,51-65,West
C15687,36,Male,36-50,South
C10239,63,Male,51-65,East
C14165,40,Male,36-50,West
C12245,30,Male,26-35,Central
C10567,47,Male,36-50,South
C14900,42,Male,36-50,South
C10881,28,Male,26-35,Central
C14420,38,Male,36-50,Central
C16203,68,Female,65+,North
C10576,61,Female,51-65,East
C10037,55,Male,51-65,South
C12840,27,Male,26-35,South
C16889,65,Male,51-65,East
C14411,56,Female,51-65,Central
C13912,33,Other,26-35,East
C15563,66,Male,65+,East
C12963,65,Female,51-65,Central
C15674,60,Male,51-65,North
C10045,21,Female,18-25,Central
C11193,34,Female,26-35,South
C16282,24,Male,18-25,South
C16032,46,Male,36-50,North
C14696,24,Female,18-25,North
C15595,63,Male,51-65,West
C13614,39,Female,36-50,East
C17508,57,Male,51-65,North
C14742,57,Male,51-65,West
C17838,57,Female,51-65,East
C17882,65,Female,51-65,North
C14112,48,Male,36-50,East
C11509,28,Male,26-35,South
C17573,48,Female,36-50,South
C11578,59,Male,51-65,North
C10879,19,Female,18-25,West
C15914,27,Male,26-35,East
C14217,54,Male,51-65,West
C10080,61,Female,51-65,East
C12732,27,Male,26-35,South
C11444,26,Female,26-35,East
C11345,36,Female,36-50,Central
C15716,47,Female,36-50,South
C16076,57,Female,51-65,North
C15768,32,Female,26-35,North
C17785,41,Female,36-50,East
C12685,27,Male,26-35,South
C17372,23,Male,18-25,North
C17639,63,Male,51-65,East
C16338,21,Female,18-25,South
C14102,30,Female,26-35,East
C13026,29,Male,26-35,East
C12620,59,Male,51-65,North
C13872,33,Male,26-35,North
C10765,29,Male,26-35,North
C17039,61,Male,51-65,East
C14092,39,Female,36-50,South
C11149,50,Male,36-50,East
C11642,29,Male,26-35,North
C15899,66,Male,65+,Central
C10565,52,Male,51-65,East
C16909,54,Male,51-65,West
C14921,49,Female,36-50,South
C13254,65,Female,51-65,East
C11113,59,Male,51-65,Central
C12304,28,Male,26-35,West
C11194,42,Male,36-50,East
C10777,23,Male,18-25,Central
C11046,21,Female,18-25,West
C17953,62,Male,51-65,West
C10500,30,Male,26-35,North
C14608,64,Male,51-65,West
C17234,49,Male,36-50,North
C17033,25,Male,18-25,East
C16384,26,Female,26-35,East
C12464,24,Female,18-25,Central
C10852,49,Female,36-50,South
C11758,69,Male,65+,South
C13353,55,Female,51-65,North
C14695,31,Female,26-35,West
C12588,36,Female,36-50,East
C16594,29,Male,26-35,East
C13520,26,Female,26-35,East
C13132,26,Female,26-35,North
C13573,55,Male,51-65,North
C17309,27,Female,26-35,North
C16187,36,Male,36-50,East
C15790,34,Male,26-35,Central
C17198,52,Male,51-65,Central
C14684,18,Male,18-25,West
C11905,44,Male,36-50,North
C14562,69,Male,65+,West
C10469,27,Female,26-35,Central
C16455,55,Male,51-65,Central
C16107,19,Female,18-25,East
C11406,46,Female,36-50,North
C15206,20,Male,18-25,South
C14091,30,Female,26-35,East
C13528,56,Female,51-65,West
C10710,60,Male,51-65,East
C17188,36,Male,36-50,South
C15013,30,Female,26-35,South
C10415,40,Male,36-50,Central
C11281,51,Female,51-65,West
C12576,43,Male,36-50,South
C14184,37,Male,36-50,North
C16883,45,Male,36-50,North
C12540,65,Female,51-65,Central
C14099,46,Male,36-50,North
C15156,40,Female,36-50,East
C13082,40,Male,36-50,East
C17711,22,Other,18-25,Central
C12389,29,Male,26-35,South
C15747,59,Male,51-65,West
C13027,25,Male,18-25,Central
C12239,58,Female,51-65,Central
C13773,40,Male,36-50,South
C12627,25,Female,18-25,North
C16618,68,Male,65+,East
C13931,42,Male,36-50,West
C13130,53,Female,51-65,South
C10096,37,Male,36-50,East
C15397,48,Female,36-50,North
C11937,31,Female,26-35,Central
C11146,67,Female,65+,North
C15152,50,Female,36-50,South
C16661,25,Male,18-25,Central
C15928,33,Female,26-35,Central
C16482,48,Female,36-50,South
C11718,66,Male,65+,Central
C17028,39,Female,36-50,East
C15664,21,Female,18-25,South
C10952,40,Female,36-50,West
C15967,68,Female,65+,North
C14842,56,Female,51-65,North
C12484,50,Male,36-50,South
C13231,65,Male,51-65,East
C16176,58,Male,51-65,West
C13100,47,Male,36-50,North
C13244,26,Female,26-35,South
C17364,62,Male,51-65,Central
C16978,69,Male,65+,South
C13094,27,Male,26-35,Central
C15964,51,Male,51-65,Central
C13855,68,Female,65+,Central
C10694,38,Female,36-50,South
C14863,26,Male,26-35,Central
C11971,68,Male,65+,East
C16485,24,Male,18-25,Central
C11671,35,Female,26-35,North
C17632,55,Female,51-65,West
C16092,38,Male,36-50,South
C12142,40,Female,36-50,West
C13542,32,Female,26-35,Central
C17748,57,Male,51-65,East
C17248,61,Male,51-65,East
C10265,30,Female,26-35,Central
C12094,64,Male,51-65,South
C10414,56,Male,51-65,Central
C13424,55,Male,51-65,North
C12210,65,Female,51-65,North
C11472,65,Male,51-65,East
C17134,20,Male,18-25,West
C16435,42,Female,36-50,North
C17770,31,Male,26-35,West
C11501,31,Male,26-35,South
C13794,23,Female,18-25,West
C16750,31,Male,26-35,Central
C13080,39,Female,36-50,East
C11339,66,Male,65+,South
C11886,60,Female,51-65,West
C16081,48,Male,36-50,West
C16695,21,Female,18-25,North
C15955,67,Female,65+,East
C13540,41,Male,36-50,South
C14635,25,Female,18-25,West
C15697,27,Female,26-35,East
C12221,25,Female,18-25,North
C16613,42,Female,36-50,East
C12392,63,Male,51-65,East
C17855,47,Female,36-50,North
C15688,54,Female,51-65,North
C16037,32,Male,26-35,East
C16973,61,Female,51-65,North
C10761,60,Male,51-65,North
C13785,52,Male,51-65,Central
C17750,61,Female,51-65,West
C16818,54,Female,51-65,South
C14233,39,Male,36-50,North
C10577,51,Female,51-65,East
C12328,18,Male,18-25,West
C13305,35,Male,26-35,South
C16939,25,Male,18-25,Central
C14094,26,Male,26-35,North
C16167,68,Male,65+,East
C12372,34,Male,26-35,West
C11883,46,Female,36-50,East
C10017,50,Female,36-50,East
C17078,64,Female,51-65,West
C17412,65,Male,51-65,East
C12018,59,Female,51-65,Central
C16884,66,Female,65+,Central
C15369,27,Male,26-35,East
C17336,63,Female,51-65,Central
C13131,53,Male,51-65,North
C15992,23,Male,18-25,Central
C10799,58,Female,51-65,South
C17624,60,Female,51-65,North
C15070,68,Female,65+,East
C14339,43,Male,36-50,South
C12447,56,Female,51-65,South
C15292,42,Female,36-50,North
C15403,60,Male,51-65,East
C12952,56,Female,51-65,North
C13891,24,Male,18-25,South
C16270,38,Female,36-50,South
C11432,38,Female,36-50,West
C16572,65,Female,51-65,Central
C11374,38,Male,36-50,East
C15186,34,Female,26-35,Central
C12688,52,Female,51-65,South
C10756,23,Male,18-25,West
C15261,45,Male,36-50,North
C10438,34,Male,26-35,East
C16348,22,Male,18-25,West
C10965,59,Male,51-65,North
C12287,49,Female,36-50,South
C11793,61,Female,51-65,North
C17046,46,Male,36-50,Central
C14190,66,Female,65+,South
C16826,52,Female,51-65,South
C15852,61,Male,51-65,East
C11835,25,Male,18-25,West
C14829,65,Female,51-65,North
C11864,63,Female,51-65,East
C14292,25,Male,18-25,West
C16234,64,Female,51-65,East
C12316,18,Female,18-25,North
C16641,25,Female,18-25,South
C11897,37,Male,36-50,Central
C15770,51,Male,51-65,East
C11272,65,Female,51-65,South
C14374,43,Male,36-50,West
C15100,35,Male,26-35,West
C12899,62,Female,51-65,West
C17238,41,Male,36-50,North
C10472,60,Male,51-65,South
C10958,20,Other,18-25,Central
C10532,47,Male,36-50,South
C14974,37,Male,36-50,West
C15382,61,Female,51-65,West
C17359,68,Female,65+,North
C17666,38,Female,36-50,South
C10594,31,Male,26-35,East
C15957,45,Female,36-50,West
C11219,67,Male,65+,South
C16071,61,Other,51-65,South
C16192,49,Male,36-50,East
C10144,53,Female,51-65,East
C11825,44,Male,36-50,North
C14414,41,Female,36-50,East
C14387,63,Female,51-65,Central
C14192,34,Male,26-35,Central
C10073,20,Female,18-25,North
C11941,26,Male,26-35,North
C14303,29,Male,26-35,Central
C11421,42,Male,36-50,South
C11691,54,Female,51-65,North
C16025,67,Male,65+,North
C15364,38,Female,36-50,Central
C12865,25,Male,18-25,East
C17163,46,Male,36-50,Central
C14504,61,Male,51-65,Central
C17441,63,Female,51-65,North
C16248,20,Female,18-25,Central
C10428,62,Female,51-65,South
C15180,18,Male,18-25,South
C13378,48,Female,36-50,East
C16586,37,Female,36-50,North
C11434,51,Female,51-65,North
C13817,67,Female,65+,East
C17044,21,Female,18-25,North
C16334,68,Female,65+,West
C15306,43,Male,36-50,North
C14786,18,Male,18-25,North
C17640,21,Male,18-25,West
C13166,41,Male,36-50,West
C15712,38,Female,36-50,East
C12910,66,Female,65+,West
C12407,38,Female,36-50,West
C14919,21,Female,18-25,East
C13487,50,Male,36-50,Central
C17383,30,Female,26-35,Central
C16223,28,Female,26-35,East
C11188,43,Male,36-50,West
C11536,34,Female,26-35,South
C10318,50,Male,36-50,East
C12264,23,Female,18-25,West
C14819,66,Male,65+,East
C10718,34,Female,26-35,Central
C16908,29,Female,26-35,West
C12303,27,Female,26-35,South
C15117,53,Male,51-65,Central
C16929,30,Female,26-35,West
