order_id,customer_id,product_id,order_date,payment_method,quantity,discount,gross_amount,discount_amount,total_amount,shipping_cost,profit_margin,net_revenue,net_profit,returned,is_unprofitable,delivery_time_days,delivery_speed
O127733,C15626,P205674,2024-11-21,PayPal,1,0.15,270.78,40.619999999999976,230.16,9.32,55.12,230.16,55.12,0,0,4,Standard (4-7 days)
O127734,C11389,P237963,2025-03-10,Credit Card,1,0.0,64.0,0.0,64.0,5.52,23.28,64.0,23.28,0,0,5,Standard (4-7 days)
O127735,C10690,P201869,2025-05-17,Credit Card,1,0.2,42.43,8.490000000000002,33.94,5.28,8.3,0.0,0.0,1,0,5,Standard (4-7 days)
O127736,C14732,P242971,2024-09-25,Debit Card,1,0.15,1.01,0.15000000000000002,0.86,3.34,-3.27,0.86,-3.27,0,1,5,Standard (4-7 days)
O127737,C13468,P227497,2024-01-22,UPI,1,0.05,169.98,8.5,161.48,5.86,42.58,161.48,42.58,0,0,5,Standard (4-7 days)
O127738,C11848,P230060,2023-09-12,Debit Card,1,0.0,233.49,0.0,233.49,9.68,60.37,233.49,60.37,0,0,6,Standard (4-7 days)
O127739,C16141,P244311,2024-06-01,UPI,1,0.1,55.31,5.530000000000001,49.78,5.7,-1.72,49.78,-1.72,0,1,6,Standard (4-7 days)
O127740,C14918,P216663,2025-03-11,Credit Card,1,0.05,2.67,0.1299999999999999,2.54,2.32,-1.3,2.54,-1.3,0,1,4,Standard (4-7 days)
O127741,C15969,P200770,2023-11-11,Debit Card,1,0.2,18.32,3.66,14.66,3.7,2.16,14.66,2.16,0,0,7,Standard (4-7 days)
O127742,C14970,P221946,2025-04-03,UPI,1,0.0,744.34,0.0,744.34,10.96,78.36,744.34,78.36,0,0,9,Delayed (8+ days)
O127743,C13816,P229000,2023-10-16,PayPal,1,0.05,182.91,9.150000000000006,173.76,5.77,42.88,173.76,42.88,0,0,6,Standard (4-7 days)
O127744,C10939,P201559,2024-04-14,COD,1,0.05,39.89,1.990000000000002,37.9,4.54,10.62,37.9,10.62,0,0,5,Standard (4-7 days)
O127745,C15778,P227073,2025-07-18,Debit Card,2,0.0,127.86,0.0,127.86,7.25,37.5,127.86,37.5,0,0,3,Fast (1-3 days)
O127746,C15037,P244327,2025-01-22,Debit Card,1,0.0,12.41,0.0,12.41,4.08,-0.36,0.0,0.0,1,0,3,Fast (1-3 days)
O127747,C13182,P228123,2024-01-13,COD,1,0.0,734.26,0.0,734.26,11.02,77.09,734.26,77.09,0,0,5,Standard (4-7 days)
O127748,C15994,P206982,2024-06-07,UPI,4,0.0,106.24,0.0,106.24,7.85,39.96,106.24,39.96,0,0,4,Standard (4-7 days)
O127749,C16501,P218824,2025-07-24,Debit Card,1,0.0,7.59,0.0,7.59,3.61,-0.57,7.59,-0.57,0,1,4,Standard (4-7 days)
O127750,C13309,P232876,2025-06-04,Credit Card,1,0.0,159.95,0.0,159.95,7.38,37.41,159.95,37.41,0,0,4,Standard (4-7 days)
O127751,C12050,P209147,2024-11-09,Credit Card,1,0.0,81.03,0.0,81.03,7.98,16.33,81.03,16.33,0,0,3,Fast (1-3 days)
O127752,C11746,P207078,2025-01-23,Credit Card,1,0.0,33.96,0.0,33.96,3.22,12.06,33.96,12.06,0,0,5,Standard (4-7 days)
O127753,C12451,P219744,2024-07-12,Credit Card,1,0.0,72.95,0.0,72.95,6.69,15.2,72.95,15.2,0,0,5,Standard (4-7 days)
O127754,C10024,P219873,2023-12-15,COD,1,0.0,24.23,0.0,24.23,4.64,2.14,24.23,2.14,0,0,3,Fast (1-3 days)
O127755,C15962,P200317,2024-07-15,Credit Card,2,0.0,660.4,0.0,660.4,10.04,174.87,660.4,174.87,0,0,3,Fast (1-3 days)
O127756,C12556,P233108,2025-05-23,Credit Card,3,0.05,73.77,3.6899999999999977,70.08,4.43,23.6,70.08,23.6,0,0,6,Standard (4-7 days)
O127757,C16839,P246396,2024-06-16,Debit Card,1,0.2,456.73,91.35000000000002,365.38,8.53,35.32,365.38,35.32,0,0,8,Delayed (8+ days)
O127758,C17632,P237212,2024-02-09,PayPal,1,0.0,38.75,0.0,38.75,5.33,12.11,38.75,12.11,0,0,3,Fast (1-3 days)
O127759,C10060,P218458,2024-03-28,PayPal,1,0.0,283.37,0.0,283.37,9.44,24.56,283.37,24.56,0,0,4,Standard (4-7 days)
O127760,C17675,P245456,2024-12-07,Debit Card,1,0.3,33.66,10.099999999999998,23.56,5.59,5.01,23.56,5.01,0,0,5,Standard (4-7 days)
O127761,C10122,P216041,2024-08-07,COD,1,0.0,4.13,0.0,4.13,2.44,-2.11,4.13,-2.11,0,1,5,Standard (4-7 days)
O127762,C15616,P222062,2024-05-29,Debit Card,2,0.0,511.16,0.0,511.16,9.41,51.93,511.16,51.93,0,0,5,Standard (4-7 days)
O127763,C12102,P245423,2023-09-14,Credit Card,2,0.15,329.8,49.47000000000003,280.33,7.91,70.58,280.33,70.58,0,0,4,Standard (4-7 days)
O127764,C11186,P243350,2025-06-15,Credit Card,2,0.0,68.28,0.0,68.28,5.5,21.81,68.28,21.81,0,0,3,Fast (1-3 days)
O127765,C17117,P212180,2025-05-26,Credit Card,1,0.0,463.43,0.0,463.43,9.95,119.81,463.43,119.81,0,0,4,Standard (4-7 days)
O127766,C15818,P245959,2025-05-17,Credit Card,4,0.1,205.2,20.519999999999982,184.68,9.95,73.16,184.68,73.16,0,0,4,Standard (4-7 days)
O127767,C15158,P213384,2025-02-06,Credit Card,1,0.15,63.79,9.57,54.22,6.35,0.16,54.22,0.16,0,0,6,Standard (4-7 days)
O127768,C17864,P244153,2023-10-19,Credit Card,1,0.0,14.56,0.0,14.56,4.03,1.07,14.56,1.07,0,0,4,Standard (4-7 days)
O127769,C15202,P212128,2023-10-17,Credit Card,1,0.0,121.87,0.0,121.87,7.91,28.65,121.87,28.65,0,0,3,Fast (1-3 days)
O127770,C11730,P212473,2025-06-14,PayPal,1,0.05,3.68,0.18000000000000016,3.5,2.95,-1.55,3.5,-1.55,0,1,7,Standard (4-7 days)
O127771,C14641,P239747,2024-11-25,UPI,1,0.1,537.69,53.77000000000004,483.92,8.65,136.53,483.92,136.53,0,0,4,Standard (4-7 days)
O127772,C14089,P202366,2024-10-29,Debit Card,1,0.0,14.53,0.0,14.53,3.43,2.38,14.53,2.38,0,0,5,Standard (4-7 days)
O127773,C16256,P227578,2025-04-13,Credit Card,1,0.0,31.41,0.0,31.41,3.83,10.3,31.41,10.3,0,0,5,Standard (4-7 days)
O127774,C12472,P245649,2025-06-02,PayPal,1,0.05,2.96,0.1499999999999999,2.81,2.72,-1.6,0.0,0.0,1,0,3,Fast (1-3 days)
O127775,C12965,P215327,2025-06-03,Credit Card,1,0.0,8.41,0.0,8.41,5.66,-4.99,8.41,-4.99,0,1,5,Standard (4-7 days)
O127776,C12277,P201565,2024-12-15,Debit Card,1,0.1,139.02,13.900000000000006,125.12,7.21,7.8,125.12,7.8,0,0,4,Standard (4-7 days)
O127777,C14087,P236472,2025-05-01,Debit Card,2,0.0,49.16,0.0,49.16,5.0,8.76,49.16,8.76,0,0,6,Standard (4-7 days)
O127778,C17450,P226976,2024-11-05,Credit Card,2,0.05,119.8,5.989999999999995,113.81,7.2,32.63,113.81,32.63,0,0,4,Standard (4-7 days)
O127779,C12964,P236969,2025-07-07,Credit Card,1,0.1,505.59,50.56,455.03,8.24,119.17,455.03,119.17,0,0,6,Standard (4-7 days)
O127780,C11310,P245473,2024-04-28,Debit Card,1,0.05,57.93,2.8999999999999986,55.03,5.64,9.77,55.03,9.77,0,0,5,Standard (4-7 days)
O127781,C10154,P212209,2023-11-26,Debit Card,1,0.05,67.66,3.3799999999999955,64.28,6.3,22.63,64.28,22.63,0,0,6,Standard (4-7 days)
O127782,C12212,P212929,2024-01-02,Credit Card,5,0.0,52.05,0.0,52.05,6.95,7.62,52.05,7.62,0,0,3,Fast (1-3 days)
O127783,C17105,P210444,2024-12-08,Debit Card,2,0.05,116.92,5.8500000000000085,111.07,6.15,32.72,111.07,32.72,0,0,3,Fast (1-3 days)
O127784,C13253,P208756,2025-05-13,COD,3,0.1,887.58,88.75999999999999,798.82,9.03,86.83,798.82,86.83,0,0,5,Standard (4-7 days)
O127785,C11262,P203453,2025-04-11,UPI,2,0.15,399.38,59.90999999999997,339.47,9.55,31.19,339.47,31.19,0,0,4,Standard (4-7 days)
O127786,C16792,P248424,2024-07-19,COD,1,0.05,225.65,11.280000000000001,214.37,9.88,15.84,214.37,15.84,0,0,3,Fast (1-3 days)
O127787,C11362,P242262,2024-08-24,COD,1,0.3,130.89,39.26999999999998,91.62,7.42,18.23,91.62,18.23,0,0,4,Standard (4-7 days)
O127788,C10937,P247292,2025-07-08,PayPal,1,0.0,117.51,0.0,117.51,8.5,24.4,117.51,24.4,0,0,4,Standard (4-7 days)
O127789,C10511,P226326,2024-07-28,COD,2,0.05,79.78,3.989999999999995,75.79,6.15,20.38,75.79,20.38,0,0,4,Standard (4-7 days)
O127790,C15027,P224001,2024-03-12,Credit Card,1,0.0,82.12,0.0,82.12,6.26,26.59,82.12,26.59,0,0,5,Standard (4-7 days)
O127791,C16409,P233025,2025-04-04,PayPal,1,0.15,153.93,23.090000000000003,130.84,6.1,33.15,130.84,33.15,0,0,8,Delayed (8+ days)
O127792,C10186,P214788,2024-12-11,Credit Card,1,0.1,14.67,1.4700000000000006,13.2,2.63,1.99,13.2,1.99,0,0,4,Standard (4-7 days)
O127793,C17207,P201046,2025-07-02,PayPal,1,0.1,51.04,5.100000000000001,45.94,7.08,11.3,45.94,11.3,0,0,5,Standard (4-7 days)
O127794,C11845,P206646,2024-11-09,COD,1,0.0,9.93,0.0,9.93,3.76,-2.97,9.93,-2.97,0,1,3,Fast (1-3 days)
O127795,C17660,P228160,2025-07-07,PayPal,1,0.0,5.7,0.0,5.7,2.09,-0.09,5.7,-0.09,0,1,5,Standard (4-7 days)
O127796,C11702,P226287,2025-04-25,COD,1,0.0,212.99,0.0,212.99,8.14,51.5,212.99,51.5,0,0,4,Standard (4-7 days)
O127797,C10390,P216432,2025-08-08,Debit Card,1,0.15,6.73,1.0100000000000007,5.72,3.99,-3.53,5.72,-3.53,0,1,6,Standard (4-7 days)
O127798,C15379,P224743,2024-12-11,PayPal,5,0.0,11298.3,0.0,11298.3,13.89,1341.91,11298.3,1341.91,0,0,3,Fast (1-3 days)
O127799,C10654,P234621,2024-11-07,Debit Card,1,0.0,305.1,0.0,305.1,7.64,28.97,0.0,0.0,1,0,5,Standard (4-7 days)
O127800,C15835,P244814,2025-02-18,Credit Card,1,0.0,10.72,0.0,10.72,4.37,0.45,0.0,0.0,1,0,3,Fast (1-3 days)
O127801,C14271,P220125,2025-02-22,Credit Card,4,0.0,774.28,0.0,774.28,9.96,206.84,774.28,206.84,0,0,5,Standard (4-7 days)
O127802,C12821,P234836,2024-12-28,Credit Card,1,0.0,155.92,0.0,155.92,8.31,10.4,155.92,10.4,0,0,3,Fast (1-3 days)
O127803,C10763,P246184,2025-08-16,Debit Card,3,0.0,18.69,0.0,18.69,5.01,1.53,18.69,1.53,0,0,3,Fast (1-3 days)
O127804,C13400,P240225,2025-05-30,Credit Card,1,0.0,23.35,0.0,23.35,4.29,2.25,23.35,2.25,0,0,3,Fast (1-3 days)
O127805,C15026,P205823,2024-07-26,Wallet,1,0.0,23.06,0.0,23.06,4.66,4.56,23.06,4.56,0,0,9,Delayed (8+ days)
O127806,C15319,P226025,2024-07-19,Debit Card,1,0.0,33.69,0.0,33.69,7.37,2.74,33.69,2.74,0,0,8,Delayed (8+ days)
O127807,C14806,P232996,2023-11-17,Credit Card,1,0.0,4.58,0.0,4.58,1.64,-1.27,4.58,-1.27,0,1,4,Standard (4-7 days)
O127808,C13267,P236020,2023-11-08,COD,2,0.1,25.86,2.59,23.27,5.34,2.8,23.27,2.8,0,0,4,Standard (4-7 days)
O127809,C16969,P233119,2024-10-10,UPI,1,0.0,19.57,0.0,19.57,5.88,0.97,19.57,0.97,0,0,5,Standard (4-7 days)
O127810,C16732,P235040,2025-03-13,Debit Card,1,0.2,197.86,39.57000000000002,158.29,6.37,37.95,158.29,37.95,0,0,3,Fast (1-3 days)
O127811,C16674,P220421,2024-01-31,Credit Card,3,0.05,852.99,42.64999999999998,810.34,10.55,86.69,810.34,86.69,0,0,4,Standard (4-7 days)
O127812,C11085,P224809,2025-06-21,UPI,2,0.0,33.94,0.0,33.94,5.08,6.8,33.94,6.8,0,0,5,Standard (4-7 days)
O127813,C15446,P217241,2024-12-30,Debit Card,2,0.0,37.96,0.0,37.96,5.69,7.6,37.96,7.6,0,0,5,Standard (4-7 days)
O127814,C11929,P247417,2024-03-16,Credit Card,1,0.05,204.43,10.219999999999999,194.21,11.02,12.29,194.21,12.29,0,0,6,Standard (4-7 days)
O127815,C14376,P209068,2025-06-23,Debit Card,1,0.15,748.72,112.31000000000006,636.41,10.14,168.05,636.41,168.05,0,0,4,Standard (4-7 days)
O127816,C11963,P226834,2024-01-22,Credit Card,1,0.0,3.52,0.0,3.52,2.44,-2.16,3.52,-2.16,0,1,4,Standard (4-7 days)
O127817,C11785,P204194,2024-02-27,Credit Card,1,0.1,577.79,57.77999999999997,520.01,8.6,53.8,520.01,53.8,0,0,4,Standard (4-7 days)
O127818,C12274,P226220,2024-02-06,Debit Card,1,0.2,52.18,10.439999999999998,41.74,6.14,12.64,41.74,12.64,0,0,4,Standard (4-7 days)
O127819,C12686,P213699,2024-05-12,Credit Card,5,0.05,315.59999999999997,15.779999999999973,299.82,7.53,112.4,299.82,112.4,0,0,4,Standard (4-7 days)
O127820,C15177,P203324,2024-10-14,Credit Card,3,0.0,1055.1299999999999,-2.2737367544323206e-13,1055.13,11.22,115.4,1055.13,115.4,0,0,4,Standard (4-7 days)
O127821,C12968,P243911,2024-11-28,PayPal,2,0.0,4.78,0.0,4.78,2.84,-2.46,4.78,-2.46,0,1,4,Standard (4-7 days)
O127822,C14572,P239029,2024-05-03,Wallet,1,0.05,2.46,0.1200000000000001,2.34,4.46,-3.52,2.34,-3.52,0,1,8,Delayed (8+ days)
O127823,C17543,P221335,2025-07-18,Credit Card,1,0.15,33.76,5.059999999999999,28.7,4.96,5.08,28.7,5.08,0,0,7,Standard (4-7 days)
O127824,C10715,P226832,2025-09-01,Credit Card,1,0.0,6.69,0.0,6.69,0.93,-0.39,6.69,-0.39,0,1,8,Delayed (8+ days)
O127825,C10242,P201432,2024-03-12,Debit Card,2,0.05,81.98,4.1000000000000085,77.88,6.71,24.44,77.88,24.44,0,0,4,Standard (4-7 days)
O127826,C16510,P200480,2024-02-10,Credit Card,4,0.0,1381.6,0.0,1381.6,10.62,155.17,1381.6,155.17,0,0,5,Standard (4-7 days)
O127827,C15031,P202970,2024-03-24,Credit Card,2,0.2,76.88,15.379999999999995,61.5,7.05,17.55,61.5,17.55,0,0,5,Standard (4-7 days)
O127828,C13915,P234433,2025-04-01,COD,2,0.0,47.4,0.0,47.4,3.75,17.58,47.4,17.58,0,0,5,Standard (4-7 days)
O127829,C11523,P249480,2025-07-26,Debit Card,2,0.0,14.14,0.0,14.14,4.57,1.09,14.14,1.09,0,0,5,Standard (4-7 days)
O127830,C10837,P214265,2024-04-05,Credit Card,1,0.0,8.45,0.0,8.45,2.11,1.69,8.45,1.69,0,0,5,Standard (4-7 days)
O127831,C13323,P208608,2025-02-11,PayPal,1,0.0,76.23,0.0,76.23,4.19,17.15,76.23,17.15,0,0,4,Standard (4-7 days)
O127832,C12953,P207250,2024-03-06,UPI,3,0.05,11.19,0.5599999999999987,10.63,4.71,0.07,10.63,0.07,0,0,4,Standard (4-7 days)
O127833,C11345,P200944,2025-06-10,Debit Card,1,0.15,19.85,2.9800000000000004,16.87,3.79,3.8,16.87,3.8,0,0,6,Standard (4-7 days)
O127834,C12423,P234820,2025-02-01,Credit Card,3,0.0,24.78,0.0,24.78,3.78,6.13,24.78,6.13,0,0,7,Standard (4-7 days)
O127835,C12028,P210542,2023-09-28,Debit Card,1,0.0,2.92,0.0,2.92,4.1,-2.93,2.92,-2.93,0,1,6,Standard (4-7 days)
O127836,C11432,P207703,2024-05-28,Wallet,1,0.0,73.28,0.0,73.28,6.87,15.11,73.28,15.11,0,0,7,Standard (4-7 days)
O127837,C16854,P226232,2024-01-10,COD,1,0.1,14.49,1.450000000000001,13.04,4.92,-3.88,13.04,-3.88,0,1,4,Standard (4-7 days)
O127838,C17655,P234219,2025-04-06,Credit Card,1,0.05,4.09,0.19999999999999973,3.89,0.44,1.12,3.89,1.12,0,0,5,Standard (4-7 days)
O127839,C16486,P211203,2025-02-27,Credit Card,1,0.3,13.35,4.01,9.34,5.33,-4.58,9.34,-4.58,0,1,5,Standard (4-7 days)
O127840,C10239,P243743,2025-08-10,Debit Card,1,0.15,145.8,21.870000000000005,123.93,6.96,36.42,123.93,36.42,0,0,5,Standard (4-7 days)
O127841,C10138,P240686,2024-07-07,Credit Card,1,0.0,28.23,0.0,28.23,5.01,4.87,28.23,4.87,0,0,5,Standard (4-7 days)
O127842,C13193,P229922,2024-08-25,UPI,1,0.1,536.97,53.700000000000045,483.27,10.13,125.19,0.0,0.0,1,0,6,Standard (4-7 days)
O127843,C10419,P213965,2025-03-02,UPI,1,0.0,210.53,0.0,210.53,7.43,51.52,210.53,51.52,0,0,5,Standard (4-7 days)
O127844,C15680,P220387,2025-09-06,Debit Card,1,0.0,1.13,0.0,1.13,1.91,-1.82,1.13,-1.82,0,1,5,Standard (4-7 days)
O127845,C10303,P234354,2025-02-22,Credit Card,1,0.0,993.67,0.0,993.67,9.82,109.42,993.67,109.42,0,0,5,Standard (4-7 days)
O127846,C12162,P249541,2025-05-25,Credit Card,1,0.0,103.92,0.0,103.92,7.48,21.62,103.92,21.62,0,0,4,Standard (4-7 days)
O127847,C16486,P203728,2023-09-29,Credit Card,1,0.0,348.25,0.0,348.25,8.36,33.43,348.25,33.43,0,0,6,Standard (4-7 days)
O127848,C15370,P224391,2023-11-13,Debit Card,2,0.05,40.96,2.0500000000000043,38.91,6.27,9.29,38.91,9.29,0,0,7,Standard (4-7 days)
O127849,C12026,P225394,2024-09-12,Debit Card,1,0.05,211.26,10.560000000000002,200.7,7.34,16.74,200.7,16.74,0,0,4,Standard (4-7 days)
O127850,C14102,P212299,2024-10-16,Debit Card,5,0.0,436.59999999999997,-5.684341886080802e-14,436.6,9.23,113.02,436.6,113.02,0,0,3,Fast (1-3 days)
O127851,C16874,P206480,2025-06-10,Debit Card,1,0.05,106.3,5.319999999999993,100.98,7.75,20.52,100.98,20.52,0,0,6,Standard (4-7 days)
O127852,C17756,P228530,2025-04-14,Credit Card,1,0.0,1145.25,0.0,1145.25,9.95,127.48,1145.25,127.48,0,0,4,Standard (4-7 days)
O127853,C12226,P247232,2025-02-21,Credit Card,1,0.15,42.45,6.3700000000000045,36.08,3.91,6.19,36.08,6.19,0,0,6,Standard (4-7 days)
O127854,C11168,P204106,2023-12-02,COD,1,0.0,50.39,0.0,50.39,6.02,14.14,50.39,14.14,0,0,5,Standard (4-7 days)
O127855,C10415,P241449,2024-05-02,UPI,3,0.0,3780.54,0.0,3780.54,12.48,441.18,3780.54,441.18,0,0,4,Standard (4-7 days)
O127856,C12713,P218703,2024-06-16,UPI,1,0.0,8.28,0.0,8.28,2.9,-2.24,8.28,-2.24,0,1,4,Standard (4-7 days)
O127857,C15240,P232100,2023-09-23,Debit Card,1,0.1,142.28,14.22999999999999,128.05,8.57,6.8,128.05,6.8,0,0,5,Standard (4-7 days)
O127858,C15243,P211120,2023-12-15,Credit Card,1,0.3,35.46,10.64,24.82,3.54,5.15,24.82,5.15,0,0,4,Standard (4-7 days)
O127859,C10149,P244123,2024-02-06,UPI,1,0.1,4.11,0.41000000000000014,3.7,2.75,-1.27,3.7,-1.27,0,1,6,Standard (4-7 days)
O127860,C12444,P238920,2025-03-31,PayPal,2,0.0,179.4,0.0,179.4,7.21,55.58,179.4,55.58,0,0,7,Standard (4-7 days)
O127861,C16524,P219318,2023-11-27,Debit Card,1,0.15,59.76,8.96,50.8,7.41,6.81,50.8,6.81,0,0,3,Fast (1-3 days)
O127862,C15899,P225722,2024-02-20,Wallet,5,0.05,114.2,5.710000000000008,108.49,7.96,30.01,108.49,30.01,0,0,4,Standard (4-7 days)
O127863,C10838,P231000,2025-06-10,Debit Card,1,0.15,120.04,18.010000000000005,102.03,7.62,22.99,102.03,22.99,0,0,6,Standard (4-7 days)
O127864,C16144,P202505,2024-05-13,Debit Card,2,0.0,635.56,0.0,635.56,9.64,66.63,635.56,66.63,0,0,4,Standard (4-7 days)
O127865,C11696,P223463,2023-12-08,COD,1,0.0,19.33,0.0,19.33,2.88,4.85,19.33,4.85,0,0,4,Standard (4-7 days)
O127866,C14339,P214786,2025-08-28,Credit Card,1,0.0,19.23,0.0,19.23,4.19,4.46,19.23,4.46,0,0,5,Standard (4-7 days)
O127867,C11910,P207798,2024-11-10,Credit Card,2,0.2,35.36,7.07,28.29,6.38,6.35,28.29,6.35,0,0,4,Standard (4-7 days)
O127868,C11421,P224253,2024-11-20,Wallet,1,0.0,6.0,0.0,6.0,1.22,-0.74,6.0,-0.74,0,1,7,Standard (4-7 days)
O127869,C15370,P239702,2025-03-01,UPI,1,0.1,8.54,0.8499999999999988,7.69,2.38,0.7,7.69,0.7,0,0,4,Standard (4-7 days)
O127870,C14974,P209003,2025-07-07,Credit Card,2,0.0,1022.42,0.0,1022.42,9.55,297.18,1022.42,297.18,0,0,6,Standard (4-7 days)
O127871,C17743,P216439,2025-08-11,Credit Card,2,0.05,24.28,1.2100000000000009,23.07,3.45,5.78,23.07,5.78,0,0,4,Standard (4-7 days)
O127872,C17466,P208899,2025-06-12,COD,2,0.1,559.68,55.96999999999997,503.71,9.67,50.78,503.71,50.78,0,0,6,Standard (4-7 days)
O127873,C16903,P214714,2025-08-04,Debit Card,1,0.0,59.76,0.0,59.76,5.45,12.48,59.76,12.48,0,0,9,Delayed (8+ days)
O127874,C13001,P215861,2024-06-16,Debit Card,1,0.0,68.7,0.0,68.7,4.35,19.7,68.7,19.7,0,0,6,Standard (4-7 days)
O127875,C11320,P220502,2024-03-21,Wallet,3,0.0,43.17,0.0,43.17,4.48,10.63,43.17,10.63,0,0,4,Standard (4-7 days)
O127876,C15072,P228424,2025-02-09,Credit Card,3,0.0,202.11,0.0,202.11,9.14,15.11,0.0,0.0,1,0,7,Standard (4-7 days)
O127877,C14035,P203316,2025-07-14,Debit Card,1,0.1,49.07,4.910000000000004,44.16,6.06,-2.53,44.16,-2.53,0,1,5,Standard (4-7 days)
O127878,C11523,P213059,2025-07-01,PayPal,1,0.15,85.43,12.810000000000002,72.62,5.27,16.52,72.62,16.52,0,0,3,Fast (1-3 days)
O127879,C15234,P236257,2024-04-28,COD,1,0.05,309.97,15.5,294.47,9.07,26.27,294.47,26.27,0,0,7,Standard (4-7 days)
O127880,C13878,P220710,2025-06-15,Credit Card,1,0.0,35.93,0.0,35.93,4.37,8.21,35.93,8.21,0,0,5,Standard (4-7 days)
O127881,C16144,P242360,2023-11-09,COD,1,0.0,16.74,0.0,16.74,4.26,0.43,16.74,0.43,0,0,3,Fast (1-3 days)
O127882,C10552,P215201,2024-12-05,Credit Card,1,0.0,158.67,0.0,158.67,7.48,36.95,158.67,36.95,0,0,5,Standard (4-7 days)
O127883,C13756,P217577,2025-07-02,Credit Card,1,0.1,23.44,2.34,21.1,4.64,4.86,21.1,4.86,0,0,4,Standard (4-7 days)
O127884,C13671,P204994,2025-09-03,Credit Card,1,0.0,30.26,0.0,30.26,5.12,3.35,0.0,0.0,1,0,5,Standard (4-7 days)
O127885,C10481,P207506,2024-12-05,Credit Card,1,0.1,82.9,8.290000000000006,74.61,6.84,15.54,74.61,15.54,0,0,6,Standard (4-7 days)
O127886,C17777,P201497,2025-05-24,Credit Card,1,0.0,4.5,0.0,4.5,1.51,-1.15,4.5,-1.15,0,1,5,Standard (4-7 days)
O127887,C10599,P209442,2024-02-27,Debit Card,2,0.0,289.08,0.0,289.08,8.0,72.94,289.08,72.94,0,0,4,Standard (4-7 days)
O127888,C16906,P202410,2024-05-19,PayPal,1,0.3,23.68,7.100000000000001,16.58,5.51,1.12,16.58,1.12,0,0,5,Standard (4-7 days)
O127889,C17677,P244510,2025-08-26,Debit Card,1,0.15,22.3,3.34,18.96,3.37,3.27,18.96,3.27,0,0,3,Fast (1-3 days)
O127890,C16478,P226154,2024-02-20,UPI,3,0.05,246.36,12.320000000000022,234.04,7.57,20.51,234.04,20.51,0,0,3,Fast (1-3 days)
O127891,C16608,P208666,2025-05-26,Credit Card,2,0.0,167.24,0.0,167.24,6.43,52.1,167.24,52.1,0,0,6,Standard (4-7 days)
O127892,C11164,P231652,2025-02-01,Debit Card,4,0.05,219.0,10.949999999999989,208.05,8.75,64.07,208.05,64.07,0,0,3,Fast (1-3 days)
O127893,C14678,P221515,2025-07-04,Debit Card,2,0.3,26.4,7.919999999999998,18.48,3.78,-2.3,18.48,-2.3,0,1,3,Fast (1-3 days)
O127894,C14232,P220432,2025-08-09,COD,2,0.0,260.0,0.0,260.0,7.95,64.85,260.0,64.85,0,0,4,Standard (4-7 days)
O127895,C11003,P239695,2024-08-12,PayPal,1,0.0,134.91,0.0,134.91,7.97,32.5,134.91,32.5,0,0,5,Standard (4-7 days)
O127896,C11982,P215421,2024-07-31,Credit Card,2,0.3,71.0,21.299999999999997,49.7,5.53,9.38,49.7,9.38,0,0,8,Delayed (8+ days)
O127897,C11634,P221008,2024-08-17,Debit Card,1,0.05,78.75,3.9399999999999977,74.81,5.5,15.45,74.81,15.45,0,0,6,Standard (4-7 days)
O127898,C17830,P241230,2023-09-29,PayPal,3,0.1,51.92999999999999,5.189999999999991,46.74,5.68,10.68,46.74,10.68,0,0,4,Standard (4-7 days)
O127899,C12997,P223065,2023-11-04,Debit Card,1,0.1,19.72,1.9699999999999989,17.75,5.3,-0.33,17.75,-0.33,0,1,4,Standard (4-7 days)
O127900,C10686,P230252,2024-06-01,UPI,2,0.0,644.6,0.0,644.6,9.45,171.04,644.6,171.04,0,0,4,Standard (4-7 days)
O127901,C16310,P238785,2023-10-30,UPI,4,0.2,6.52,1.2999999999999998,5.22,3.6,-3.18,5.22,-3.18,0,1,3,Fast (1-3 days)
O127902,C13414,P207005,2024-08-16,Debit Card,3,0.0,12.48,0.0,12.48,3.19,2.43,12.48,2.43,0,0,3,Fast (1-3 days)
O127903,C15529,P246877,2024-09-10,UPI,1,0.1,6.12,0.6100000000000003,5.51,2.01,-1.57,5.51,-1.57,0,1,6,Standard (4-7 days)
O127904,C15888,P231811,2024-09-09,COD,1,0.05,12.4,0.620000000000001,11.78,6.27,-0.97,11.78,-0.97,0,1,4,Standard (4-7 days)
O127905,C15005,P237225,2024-05-08,Debit Card,1,0.0,63.17,0.0,63.17,6.69,0.89,63.17,0.89,0,0,6,Standard (4-7 days)
O127906,C11759,P232351,2023-12-06,UPI,1,0.0,202.01,0.0,202.01,7.87,48.69,202.01,48.69,0,0,6,Standard (4-7 days)
O127907,C16130,P227195,2024-04-20,Wallet,1,0.0,4.45,0.0,4.45,1.86,-0.08,4.45,-0.08,0,1,3,Fast (1-3 days)
O127908,C17023,P209186,2024-08-12,Debit Card,1,0.0,22.19,0.0,22.19,6.35,-0.14,0.0,0.0,1,0,3,Fast (1-3 days)
O127909,C14937,P249920,2024-05-28,Credit Card,1,0.0,79.71,0.0,79.71,7.22,2.35,79.71,2.35,0,0,5,Standard (4-7 days)
O127910,C16208,P246098,2024-12-30,Debit Card,1,0.0,385.96,0.0,385.96,9.78,36.54,385.96,36.54,0,0,4,Standard (4-7 days)
